country,year,sex,age,population, gdp_for_year ($) ,suicides_no
Belgium,1999,female,55-74 years,1069485,"2,60,20,24,29,150",145
Belgium,1999,female,35-54 years,1462303,"2,60,20,24,29,150",198
Belgium,1999,female,75+ years,473110,"2,60,20,24,29,150",62
Belgium,1999,female,25-34 years,727178,"2,60,20,24,29,150",63
Belgium,1999,female,15-24 years,613014,"2,60,20,24,29,150",26
Belgium,1999,male,5-14 years,628075,"2,60,20,24,29,150",9
Belgium,1999,female,5-14 years,598795,"2,60,20,24,29,150",2
Belgium,2000,male,75+ years,261961,"2,37,90,49,19,845",176
Belgium,2000,male,35-54 years,1511704,"2,37,90,49,19,845",589
Belgium,2000,male,55-74 years,952563,"2,37,90,49,19,845",353
Belgium,2000,male,25-34 years,731332,"2,37,90,49,19,845",265
Belgium,2000,male,15-24 years,631207,"2,37,90,49,19,845",139
Belgium,2000,female,35-54 years,1481833,"2,37,90,49,19,845",253
Belgium,2000,female,55-74 years,1067181,"2,37,90,49,19,845",180
Belgium,2000,female,75+ years,484631,"2,37,90,49,19,845",76
Belgium,2000,female,25-34 years,711759,"2,37,90,49,19,845",69
Belgium,2000,female,15-24 years,612148,"2,37,90,49,19,845",38
Belgium,2000,male,5-14 years,628531,"2,37,90,49,19,845",4
Belgium,2000,female,5-14 years,599175,"2,37,90,49,19,845",1
Belgium,2001,male,75+ years,271676,"2,37,84,19,68,680",171
Belgium,2001,male,35-54 years,1524828,"2,37,84,19,68,680",686
Belgium,2001,male,55-74 years,961448,"2,37,84,19,68,680",361
Belgium,2001,male,25-34 years,717487,"2,37,84,19,68,680",239
Belgium,2001,male,15-24 years,631774,"2,37,84,19,68,680",118
Belgium,2001,female,75+ years,496214,"2,37,84,19,68,680",86
Belgium,2001,female,35-54 years,1495214,"2,37,84,19,68,680",248
Belgium,2001,female,55-74 years,1070496,"2,37,84,19,68,680",155
Belgium,2001,female,25-34 years,699613,"2,37,84,19,68,680",55
Belgium,2001,female,15-24 years,612659,"2,37,84,19,68,680",35
Belgium,2001,male,5-14 years,628591,"2,37,84,19,68,680",7
Belgium,2001,female,5-14 years,600055,"2,37,84,19,68,680",4
Belgium,2002,male,75+ years,280663,"2,58,86,04,36,665",173
Belgium,2002,male,35-54 years,1532542,"2,58,86,04,36,665",636
Belgium,2002,male,55-74 years,976466,"2,58,86,04,36,665",344
Belgium,2002,male,25-34 years,708881,"2,58,86,04,36,665",235
Belgium,2002,female,55-74 years,1080063,"2,58,86,04,36,665",186
Belgium,2002,male,15-24 years,633971,"2,58,86,04,36,665",107
Belgium,2002,female,35-54 years,1503026,"2,58,86,04,36,665",242
Belgium,2002,female,75+ years,506614,"2,58,86,04,36,665",66
Belgium,2002,female,25-34 years,692308,"2,58,86,04,36,665",58
Belgium,2002,female,15-24 years,614288,"2,58,86,04,36,665",24
Belgium,2002,female,5-14 years,600964,"2,58,86,04,36,665",3
Belgium,2002,male,5-14 years,628784,"2,58,86,04,36,665",2
Belgium,2003,male,75+ years,289022,"3,19,00,28,21,670",179
Belgium,2003,male,35-54 years,1538139,"3,19,00,28,21,670",684
Belgium,2003,male,55-74 years,991219,"3,19,00,28,21,670",324
Belgium,2003,male,25-34 years,702195,"3,19,00,28,21,670",221
Belgium,2003,male,15-24 years,636426,"3,19,00,28,21,670",121
Belgium,2003,female,55-74 years,1090130,"3,19,00,28,21,670",169
Belgium,2003,female,35-54 years,1509017,"3,19,00,28,21,670",218
Belgium,2003,female,75+ years,515520,"3,19,00,28,21,670",60
Belgium,2003,female,25-34 years,687593,"3,19,00,28,21,670",64
Belgium,2003,female,15-24 years,616806,"3,19,00,28,21,670",39
Belgium,2003,male,5-14 years,627838,"3,19,00,28,21,670",8
Belgium,2003,female,5-14 years,600217,"3,19,00,28,21,670",4
Belgium,2004,male,75+ years,297919,"3,70,88,50,26,074",157
Belgium,2004,male,35-54 years,1542915,"3,70,88,50,26,074",618
Belgium,2004,male,55-74 years,1005599,"3,70,88,50,26,074",343
Belgium,2004,male,25-34 years,696334,"3,70,88,50,26,074",205
Belgium,2004,male,15-24 years,638439,"3,70,88,50,26,074",124
Belgium,2004,female,35-54 years,1515362,"3,70,88,50,26,074",237
Belgium,2004,female,55-74 years,1099444,"3,70,88,50,26,074",146
Belgium,2004,female,75+ years,525456,"3,70,88,50,26,074",65
Belgium,2004,female,25-34 years,683475,"3,70,88,50,26,074",55
Belgium,2004,female,15-24 years,620047,"3,70,88,50,26,074",28
Belgium,2004,female,5-14 years,597900,"3,70,88,50,26,074",6
Belgium,2004,male,5-14 years,625132,"3,70,88,50,26,074",3
Belgium,2005,male,75+ years,308369,"3,87,36,57,50,529",170
Belgium,2005,male,35-54 years,1549954,"3,87,36,57,50,529",643
Belgium,2005,male,55-74 years,1018252,"3,87,36,57,50,529",370
Belgium,2005,male,25-34 years,691901,"3,87,36,57,50,529",195
Belgium,2005,female,55-74 years,1106872,"3,87,36,57,50,529",173
Belgium,2005,female,35-54 years,1523342,"3,87,36,57,50,529",236
Belgium,2005,male,15-24 years,641284,"3,87,36,57,50,529",98
Belgium,2005,female,75+ years,537786,"3,87,36,57,50,529",69
Belgium,2005,female,25-34 years,681309,"3,87,36,57,50,529",48
Belgium,2005,female,15-24 years,624077,"3,87,36,57,50,529",26
Belgium,2005,male,5-14 years,622381,"3,87,36,57,50,529",1
Belgium,2005,female,5-14 years,595487,"3,87,36,57,50,529",0
Belgium,2006,male,75+ years,319905,"4,09,81,31,97,842",142
Belgium,2006,male,35-54 years,1559144,"4,09,81,31,97,842",616
Belgium,2006,male,55-74 years,1029722,"4,09,81,31,97,842",333
Belgium,2006,male,25-34 years,689593,"4,09,81,31,97,842",217
Belgium,2006,female,55-74 years,1113517,"4,09,81,31,97,842",167
Belgium,2006,female,35-54 years,1532206,"4,09,81,31,97,842",229
Belgium,2006,male,15-24 years,645841,"4,09,81,31,97,842",86
Belgium,2006,female,75+ years,550950,"4,09,81,31,97,842",64
Belgium,2006,female,25-34 years,680859,"4,09,81,31,97,842",50
Belgium,2006,female,15-24 years,629311,"4,09,81,31,97,842",27
Belgium,2006,female,5-14 years,592596,"4,09,81,31,97,842",3
Belgium,2006,male,5-14 years,619058,"4,09,81,31,97,842",1
Belgium,2007,male,75+ years,331504,"4,71,82,11,05,940",163
Belgium,2007,male,35-54 years,1567727,"4,71,82,11,05,940",578
Belgium,2007,male,55-74 years,1043262,"4,71,82,11,05,940",308
Belgium,2007,male,25-34 years,689694,"4,71,82,11,05,940",174
Belgium,2007,female,35-54 years,1540147,"4,71,82,11,05,940",232
Belgium,2007,female,55-74 years,1122161,"4,71,82,11,05,940",166
Belgium,2007,male,15-24 years,651293,"4,71,82,11,05,940",91
Belgium,2007,female,75+ years,563862,"4,71,82,11,05,940",76
Belgium,2007,female,25-34 years,681575,"4,71,82,11,05,940",40
Belgium,2007,female,15-24 years,635389,"4,71,82,11,05,940",22
Belgium,2007,male,5-14 years,614877,"4,71,82,11,05,940",6
Belgium,2007,female,5-14 years,588775,"4,71,82,11,05,940",1
Belgium,2008,male,75+ years,341406,"5,18,62,58,97,173",174
Belgium,2008,male,35-54 years,1573470,"5,18,62,58,97,173",648
Belgium,2008,male,55-74 years,1058969,"5,18,62,58,97,173",340
Belgium,2008,male,25-34 years,691616,"5,18,62,58,97,173",177
Belgium,2008,male,15-24 years,657101,"5,18,62,58,97,173",110
Belgium,2008,female,35-54 years,1545151,"5,18,62,58,97,173",225
Belgium,2008,female,55-74 years,1133712,"5,18,62,58,97,173",165
Belgium,2008,female,75+ years,574334,"5,18,62,58,97,173",69
Belgium,2008,female,25-34 years,684849,"5,18,62,58,97,173",46
Belgium,2008,female,15-24 years,641708,"5,18,62,58,97,173",37
Belgium,2008,female,5-14 years,586242,"5,18,62,58,97,173",5
Belgium,2008,male,5-14 years,612292,"5,18,62,58,97,173",3
Belgium,2009,male,75+ years,349801,"4,84,55,27,92,442",173
Belgium,2009,male,35-54 years,1576175,"4,84,55,27,92,442",645
Belgium,2009,male,55-74 years,1075825,"4,84,55,27,92,442",366
Belgium,2009,male,25-34 years,694716,"4,84,55,27,92,442",181
Belgium,2009,female,55-74 years,1148108,"4,84,55,27,92,442",177
Belgium,2009,female,35-54 years,1547499,"4,84,55,27,92,442",229
Belgium,2009,male,15-24 years,661817,"4,84,55,27,92,442",90
Belgium,2009,female,75+ years,582517,"4,84,55,27,92,442",58
Belgium,2009,female,25-34 years,690235,"4,84,55,27,92,442",52
Belgium,2009,female,15-24 years,646252,"4,84,55,27,92,442",34
Belgium,2009,female,5-14 years,587237,"4,84,55,27,92,442",4
Belgium,2009,male,5-14 years,613184,"4,84,55,27,92,442",4
Belgium,2010,male,75+ years,354037,"4,83,54,80,31,197",183
Belgium,2010,male,35-54 years,1576828,"4,83,54,80,31,197",622
Belgium,2010,male,55-74 years,1084719,"4,83,54,80,31,197",356
Belgium,2010,male,25-34 years,696461,"4,83,54,80,31,197",184
Belgium,2010,female,35-54 years,1548246,"4,83,54,80,31,197",243
Belgium,2010,female,55-74 years,1156036,"4,83,54,80,31,197",173
Belgium,2010,male,15-24 years,663725,"4,83,54,80,31,197",98
Belgium,2010,female,75+ years,586690,"4,83,54,80,31,197",63
Belgium,2010,female,25-34 years,693304,"4,83,54,80,31,197",50
Belgium,2010,female,15-24 years,647625,"4,83,54,80,31,197",32
Belgium,2010,male,5-14 years,614697,"4,83,54,80,31,197",7
Belgium,2010,female,5-14 years,588803,"4,83,54,80,31,197",2
Belgium,2011,male,75+ years,361243,"5,27,00,84,53,887",196
Belgium,2011,male,35-54 years,1587976,"5,27,00,84,53,887",607
Belgium,2011,male,55-74 years,1105807,"5,27,00,84,53,887",408
Belgium,2011,male,25-34 years,715773,"5,27,00,84,53,887",163
Belgium,2011,male,15-24 years,676437,"5,27,00,84,53,887",109
Belgium,2011,female,35-54 years,1552522,"5,27,00,84,53,887",247
Belgium,2011,female,55-74 years,1176009,"5,27,00,84,53,887",185
Belgium,2011,female,75+ years,593364,"5,27,00,84,53,887",67
Belgium,2011,female,25-34 years,707535,"5,27,00,84,53,887",60
Belgium,2011,female,15-24 years,656675,"5,27,00,84,53,887",41
Belgium,2011,male,5-14 years,624298,"5,27,00,84,53,887",5
Belgium,2011,female,5-14 years,597487,"5,27,00,84,53,887",0
Belgium,2012,male,75+ years,369145,"4,97,88,42,16,569",191
Belgium,2012,male,35-54 years,1588342,"4,97,88,42,16,569",617
Belgium,2012,male,55-74 years,1125706,"4,97,88,42,16,569",381
Belgium,2012,male,25-34 years,723202,"4,97,88,42,16,569",193
Belgium,2012,female,55-74 years,1195065,"4,97,88,42,16,569",187
Belgium,2012,male,15-24 years,681023,"4,97,88,42,16,569",100
Belgium,2012,female,35-54 years,1551324,"4,97,88,42,16,569",217
Belgium,2012,female,75+ years,600081,"4,97,88,42,16,569",61
Belgium,2012,female,25-34 years,715195,"4,97,88,42,16,569",45
Belgium,2012,female,15-24 years,659827,"4,97,88,42,16,569",28
Belgium,2012,female,5-14 years,603232,"4,97,88,42,16,569",3
Belgium,2012,male,5-14 years,630495,"4,97,88,42,16,569",3
Belgium,2013,male,75+ years,378864,"5,20,92,54,68,953",183
Belgium,2013,male,35-54 years,1582723,"5,20,92,54,68,953",570
Belgium,2013,male,55-74 years,1155511,"5,20,92,54,68,953",357
Belgium,2013,male,25-34 years,728918,"5,20,92,54,68,953",159
Belgium,2013,female,35-54 years,1546111,"5,20,92,54,68,953",215
Belgium,2013,female,55-74 years,1221439,"5,20,92,54,68,953",168
Belgium,2013,male,15-24 years,679018,"5,20,92,54,68,953",91
Belgium,2013,female,75+ years,605856,"5,20,92,54,68,953",73
Belgium,2013,female,25-34 years,721787,"5,20,92,54,68,953",47
Belgium,2013,female,15-24 years,656675,"5,20,92,54,68,953",27
Belgium,2013,male,5-14 years,638399,"5,20,92,54,68,953",3
Belgium,2013,female,5-14 years,610848,"5,20,92,54,68,953",2
Belgium,2014,male,75+ years,387814,"5,30,77,09,77,634",187
Belgium,2014,male,35-54 years,1576060,"5,30,77,09,77,634",531
Belgium,2014,male,55-74 years,1176768,"5,30,77,09,77,634",363
Belgium,2014,male,25-34 years,728759,"5,30,77,09,77,634",168
Belgium,2014,female,35-54 years,1540001,"5,30,77,09,77,634",231
Belgium,2014,female,55-74 years,1240549,"5,30,77,09,77,634",177
Belgium,2014,female,75+ years,614412,"5,30,77,09,77,634",83
Belgium,2014,male,15-24 years,675446,"5,30,77,09,77,634",85
Belgium,2014,female,25-34 years,724681,"5,30,77,09,77,634",43
Belgium,2014,female,15-24 years,653625,"5,30,77,09,77,634",27
Belgium,2014,male,5-14 years,644794,"5,30,77,09,77,634",4
Belgium,2014,female,5-14 years,615939,"5,30,77,09,77,634",0
Belgium,2015,male,75+ years,392775,"4,55,03,95,63,133",177
Belgium,2015,male,35-54 years,1567729,"4,55,03,95,63,133",529
Belgium,2015,male,55-74 years,1200170,"4,55,03,95,63,133",353
Belgium,2015,male,25-34 years,728873,"4,55,03,95,63,133",161
Belgium,2015,female,35-54 years,1534727,"4,55,03,95,63,133",221
Belgium,2015,female,75+ years,616201,"4,55,03,95,63,133",87
Belgium,2015,female,55-74 years,1262327,"4,55,03,95,63,133",176
Belgium,2015,male,15-24 years,671971,"4,55,03,95,63,133",93
Belgium,2015,female,25-34 years,726357,"4,55,03,95,63,133",45
Belgium,2015,female,15-24 years,649587,"4,55,03,95,63,133",21
Belgium,2015,female,5-14 years,622189,"4,55,03,95,63,133",2
Belgium,2015,male,5-14 years,651450,"4,55,03,95,63,133",2
Belize,1986,male,25-34 years,12100,"22,78,50,000",1
Belize,1986,female,15-24 years,17800,"22,78,50,000",1
Belize,1986,male,15-24 years,18200,"22,78,50,000",1
Belize,1986,female,25-34 years,12200,"22,78,50,000",0
Belize,1986,female,35-54 years,15500,"22,78,50,000",0
Belize,1986,female,5-14 years,18300,"22,78,50,000",0
Belize,1986,female,55-74 years,8100,"22,78,50,000",0
Belize,1986,female,75+ years,1700,"22,78,50,000",0
Belize,1986,male,35-54 years,14800,"22,78,50,000",0
Belize,1986,male,5-14 years,18900,"22,78,50,000",0
Belize,1986,male,55-74 years,7600,"22,78,50,000",0
Belize,1986,male,75+ years,1600,"22,78,50,000",0
Belize,1987,male,25-34 years,11815,"27,65,50,000",2
Belize,1987,male,35-54 years,10860,"27,65,50,000",1
Belize,1987,male,15-24 years,18966,"27,65,50,000",1
Belize,1987,female,15-24 years,18791,"27,65,50,000",0
Belize,1987,female,25-34 years,11413,"27,65,50,000",0
Belize,1987,female,35-54 years,10635,"27,65,50,000",0
Belize,1987,female,5-14 years,23345,"27,65,50,000",0
Belize,1987,female,55-74 years,5789,"27,65,50,000",0
Belize,1987,female,75+ years,1535,"27,65,50,000",0
Belize,1987,male,5-14 years,23793,"27,65,50,000",0
Belize,1987,male,55-74 years,5866,"27,65,50,000",0
Belize,1987,male,75+ years,1261,"27,65,50,000",0
Belize,1989,male,15-24 years,19396,"36,31,50,000",1
Belize,1989,female,15-24 years,19271,"36,31,50,000",0
Belize,1989,female,25-34 years,12799,"36,31,50,000",0
Belize,1989,female,35-54 years,11526,"36,31,50,000",0
Belize,1989,female,5-14 years,24677,"36,31,50,000",0
Belize,1989,female,55-74 years,6024,"36,31,50,000",0
Belize,1989,female,75+ years,1658,"36,31,50,000",0
Belize,1989,male,25-34 years,13293,"36,31,50,000",0
Belize,1989,male,35-54 years,11805,"36,31,50,000",0
Belize,1989,male,5-14 years,25197,"36,31,50,000",0
Belize,1989,male,55-74 years,6087,"36,31,50,000",0
Belize,1989,male,75+ years,1355,"36,31,50,000",0
Belize,1990,male,55-74 years,6300,"41,30,50,000",1
Belize,1990,male,35-54 years,11300,"41,30,50,000",1
Belize,1990,female,15-24 years,20100,"41,30,50,000",1
Belize,1990,female,25-34 years,13100,"41,30,50,000",0
Belize,1990,female,35-54 years,11000,"41,30,50,000",0
Belize,1990,female,5-14 years,26200,"41,30,50,000",0
Belize,1990,female,55-74 years,6100,"41,30,50,000",0
Belize,1990,female,75+ years,1700,"41,30,50,000",0
Belize,1990,male,15-24 years,20300,"41,30,50,000",0
Belize,1990,male,25-34 years,13500,"41,30,50,000",0
Belize,1990,male,5-14 years,26900,"41,30,50,000",0
Belize,1990,male,75+ years,1500,"41,30,50,000",0
Belize,1991,male,55-74 years,6500,"44,47,20,750",1
Belize,1991,male,35-54 years,11700,"44,47,20,750",1
Belize,1991,female,15-24 years,20600,"44,47,20,750",0
Belize,1991,female,25-34 years,13700,"44,47,20,750",0
Belize,1991,female,35-54 years,11400,"44,47,20,750",0
Belize,1991,female,5-14 years,26500,"44,47,20,750",0
Belize,1991,female,55-74 years,6300,"44,47,20,750",0
Belize,1991,female,75+ years,1800,"44,47,20,750",0
Belize,1991,male,15-24 years,20800,"44,47,20,750",0
Belize,1991,male,25-34 years,14200,"44,47,20,750",0
Belize,1991,male,5-14 years,27200,"44,47,20,750",0
Belize,1991,male,75+ years,1500,"44,47,20,750",0
Belize,1993,male,25-34 years,15400,"55,98,58,250",1
Belize,1993,female,15-24 years,21900,"55,98,58,250",0
Belize,1993,female,25-34 years,15000,"55,98,58,250",0
Belize,1993,female,35-54 years,12200,"55,98,58,250",0
Belize,1993,female,5-14 years,27100,"55,98,58,250",0
Belize,1993,female,55-74 years,6600,"55,98,58,250",0
Belize,1993,female,75+ years,1800,"55,98,58,250",0
Belize,1993,male,15-24 years,22100,"55,98,58,250",0
Belize,1993,male,35-54 years,12700,"55,98,58,250",0
Belize,1993,male,5-14 years,27800,"55,98,58,250",0
Belize,1993,male,55-74 years,6600,"55,98,58,250",0
Belize,1993,male,75+ years,1600,"55,98,58,250",0
Belize,1994,male,75+ years,1559,"58,08,63,700",1
Belize,1994,female,75+ years,1912,"58,08,63,700",1
Belize,1994,male,35-54 years,14798,"58,08,63,700",3
Belize,1994,male,55-74 years,6725,"58,08,63,700",1
Belize,1994,male,25-34 years,15207,"58,08,63,700",2
Belize,1994,female,15-24 years,19476,"58,08,63,700",0
Belize,1994,female,25-34 years,15024,"58,08,63,700",0
Belize,1994,female,35-54 years,14336,"58,08,63,700",0
Belize,1994,female,5-14 years,27520,"58,08,63,700",0
Belize,1994,female,55-74 years,6622,"58,08,63,700",0
Belize,1994,male,15-24 years,19565,"58,08,63,700",0
Belize,1994,male,5-14 years,28130,"58,08,63,700",0
Belize,1995,male,75+ years,1600,"62,01,40,400",1
Belize,1995,male,25-34 years,16500,"62,01,40,400",4
Belize,1995,male,35-54 years,14000,"62,01,40,400",3
Belize,1995,male,15-24 years,23500,"62,01,40,400",4
Belize,1995,male,55-74 years,6900,"62,01,40,400",1
Belize,1995,female,15-24 years,23300,"62,01,40,400",1
Belize,1995,female,25-34 years,16200,"62,01,40,400",0
Belize,1995,female,35-54 years,13500,"62,01,40,400",0
Belize,1995,female,5-14 years,27700,"62,01,40,400",0
Belize,1995,female,55-74 years,6800,"62,01,40,400",0
Belize,1995,female,75+ years,1900,"62,01,40,400",0
Belize,1995,male,5-14 years,28600,"62,01,40,400",0
Belize,1996,male,55-74 years,6971,"64,13,83,800",2
Belize,1996,male,15-24 years,21349,"64,13,83,800",3
Belize,1996,male,35-54 years,16479,"64,13,83,800",2
Belize,1996,male,25-34 years,15597,"64,13,83,800",1
Belize,1996,female,15-24 years,21162,"64,13,83,800",0
Belize,1996,female,25-34 years,15534,"64,13,83,800",0
Belize,1996,female,35-54 years,15980,"64,13,83,800",0
Belize,1996,female,5-14 years,28406,"64,13,83,800",0
Belize,1996,female,55-74 years,6877,"64,13,83,800",0
Belize,1996,female,75+ years,1943,"64,13,83,800",0
Belize,1996,male,5-14 years,29036,"64,13,83,800",0
Belize,1996,male,75+ years,1592,"64,13,83,800",0
Belize,1997,male,35-54 years,17332,"65,43,14,350",1
Belize,1997,female,15-24 years,22352,"65,43,14,350",0
Belize,1997,female,25-34 years,16191,"65,43,14,350",0
Belize,1997,female,35-54 years,16844,"65,43,14,350",0
Belize,1997,female,5-14 years,28944,"65,43,14,350",0
Belize,1997,female,55-74 years,6984,"65,43,14,350",0
Belize,1997,female,75+ years,1927,"65,43,14,350",0
Belize,1997,male,15-24 years,22608,"65,43,14,350",0
Belize,1997,male,25-34 years,16263,"65,43,14,350",0
Belize,1997,male,5-14 years,29561,"65,43,14,350",0
Belize,1997,male,55-74 years,7048,"65,43,14,350",0
Belize,1997,male,75+ years,1596,"65,43,14,350",0
Belize,1998,male,55-74 years,7143,"68,89,92,450",2
Belize,1998,male,25-34 years,17191,"68,89,92,450",4
Belize,1998,male,35-54 years,18222,"68,89,92,450",3
Belize,1998,male,15-24 years,23745,"68,89,92,450",2
Belize,1998,female,35-54 years,17756,"68,89,92,450",1
Belize,1998,female,15-24 years,23436,"68,89,92,450",0
Belize,1998,female,25-34 years,17071,"68,89,92,450",0
Belize,1998,female,5-14 years,29659,"68,89,92,450",0
Belize,1998,female,55-74 years,7114,"68,89,92,450",0
Belize,1998,female,75+ years,1908,"68,89,92,450",0
Belize,1998,male,5-14 years,30264,"68,89,92,450",0
Belize,1998,male,75+ years,1599,"68,89,92,450",0
Belize,1999,male,15-24 years,24667,"73,27,32,350",8
Belize,1999,male,35-54 years,19046,"73,27,32,350",5
Belize,1999,male,25-34 years,18320,"73,27,32,350",4
Belize,1999,male,5-14 years,31113,"73,27,32,350",1
Belize,1999,female,15-24 years,24324,"73,27,32,350",0
Belize,1999,female,25-34 years,18117,"73,27,32,350",0
Belize,1999,female,35-54 years,18620,"73,27,32,350",0
Belize,1999,female,5-14 years,30523,"73,27,32,350",0
Belize,1999,female,55-74 years,7250,"73,27,32,350",0
Belize,1999,female,75+ years,1881,"73,27,32,350",0
Belize,1999,male,55-74 years,7244,"73,27,32,350",0
Belize,1999,male,75+ years,1594,"73,27,32,350",0
Belize,2000,male,75+ years,1593,"83,20,72,450",1
Belize,2000,male,55-74 years,7345,"83,20,72,450",2
Belize,2000,male,25-34 years,19529,"83,20,72,450",4
Belize,2000,male,35-54 years,19811,"83,20,72,450",4
Belize,2000,male,15-24 years,25358,"83,20,72,450",3
Belize,2000,female,35-54 years,19422,"83,20,72,450",2
Belize,2000,female,15-24 years,25007,"83,20,72,450",2
Belize,2000,female,25-34 years,19240,"83,20,72,450",0
Belize,2000,female,5-14 years,31492,"83,20,72,450",0
Belize,2000,female,55-74 years,7396,"83,20,72,450",0
Belize,2000,female,75+ years,1850,"83,20,72,450",0
Belize,2000,male,5-14 years,32066,"83,20,72,450",0
Belize,2001,male,75+ years,1627,"87,18,60,600",1
Belize,2001,male,25-34 years,20518,"87,18,60,600",7
Belize,2001,male,15-24 years,26072,"87,18,60,600",5
Belize,2001,male,35-54 years,20736,"87,18,60,600",3
Belize,2001,male,55-74 years,7334,"87,18,60,600",1
Belize,2001,female,25-34 years,20224,"87,18,60,600",1
Belize,2001,female,15-24 years,25712,"87,18,60,600",1
Belize,2001,female,35-54 years,20365,"87,18,60,600",0
Belize,2001,female,5-14 years,32384,"87,18,60,600",0
Belize,2001,female,55-74 years,7453,"87,18,60,600",0
Belize,2001,female,75+ years,1863,"87,18,60,600",0
Belize,2001,male,5-14 years,32991,"87,18,60,600",0
Belize,2002,male,35-54 years,21743,"93,25,51,850",6
Belize,2002,male,55-74 years,7320,"93,25,51,850",1
Belize,2002,female,35-54 years,21387,"93,25,51,850",2
Belize,2002,female,15-24 years,26384,"93,25,51,850",2
Belize,2002,male,25-34 years,21346,"93,25,51,850",1
Belize,2002,male,15-24 years,26756,"93,25,51,850",1
Belize,2002,female,5-14 years,33244,"93,25,51,850",1
Belize,2002,female,25-34 years,21060,"93,25,51,850",0
Belize,2002,female,55-74 years,7500,"93,25,51,850",0
Belize,2002,female,75+ years,1868,"93,25,51,850",0
Belize,2002,male,5-14 years,33881,"93,25,51,850",0
Belize,2002,male,75+ years,1647,"93,25,51,850",0
Belize,2003,male,55-74 years,7309,"99,03,74,050",1
Belize,2003,male,25-34 years,22006,"99,03,74,050",3
Belize,2003,male,35-54 years,22882,"99,03,74,050",2
Belize,2003,female,15-24 years,27064,"99,03,74,050",2
Belize,2003,female,25-34 years,21751,"99,03,74,050",1
Belize,2003,female,35-54 years,22539,"99,03,74,050",1
Belize,2003,male,15-24 years,27456,"99,03,74,050",1
Belize,2003,male,5-14 years,34739,"99,03,74,050",1
Belize,2003,female,5-14 years,34082,"99,03,74,050",0
Belize,2003,female,55-74 years,7550,"99,03,74,050",0
Belize,2003,female,75+ years,1860,"99,03,74,050",0
Belize,2003,male,75+ years,1652,"99,03,74,050",0
Belize,2004,male,55-74 years,7316,"1,05,78,45,500",3
Belize,2004,male,15-24 years,28175,"1,05,78,45,500",7
Belize,2004,male,35-54 years,24197,"1,05,78,45,500",5
Belize,2004,male,25-34 years,22560,"1,05,78,45,500",4
Belize,2004,female,55-74 years,7609,"1,05,78,45,500",1
Belize,2004,female,15-24 years,27773,"1,05,78,45,500",0
Belize,2004,female,25-34 years,22347,"1,05,78,45,500",0
Belize,2004,female,35-54 years,23865,"1,05,78,45,500",0
Belize,2004,female,5-14 years,34909,"1,05,78,45,500",0
Belize,2004,female,75+ years,1841,"1,05,78,45,500",0
Belize,2004,male,5-14 years,35566,"1,05,78,45,500",0
Belize,2004,male,75+ years,1633,"1,05,78,45,500",0
Belize,2005,male,25-34 years,23067,"1,11,42,22,550",5
Belize,2005,male,15-24 years,28904,"1,11,42,22,550",3
Belize,2005,male,35-54 years,25696,"1,11,42,22,550",2
Belize,2005,female,15-24 years,28506,"1,11,42,22,550",1
Belize,2005,male,5-14 years,36381,"1,11,42,22,550",1
Belize,2005,female,25-34 years,22905,"1,11,42,22,550",0
Belize,2005,female,35-54 years,25383,"1,11,42,22,550",0
Belize,2005,female,5-14 years,35738,"1,11,42,22,550",0
Belize,2005,female,55-74 years,7700,"1,11,42,22,550",0
Belize,2005,female,75+ years,1808,"1,11,42,22,550",0
Belize,2005,male,55-74 years,7350,"1,11,42,22,550",0
Belize,2005,male,75+ years,1582,"1,11,42,22,550",0
Belize,2006,male,35-54 years,27451,"1,21,74,67,600",4
Belize,2006,male,15-24 years,29465,"1,21,74,67,600",3
Belize,2006,male,25-34 years,23131,"1,21,74,67,600",1
Belize,2006,female,15-24 years,29322,"1,21,74,67,600",1
Belize,2006,female,5-14 years,36453,"1,21,74,67,600",1
Belize,2006,male,5-14 years,37049,"1,21,74,67,600",1
Belize,2006,female,25-34 years,23214,"1,21,74,67,600",0
Belize,2006,female,35-54 years,27049,"1,21,74,67,600",0
Belize,2006,female,55-74 years,8095,"1,21,74,67,600",0
Belize,2006,female,75+ years,1920,"1,21,74,67,600",0
Belize,2006,male,55-74 years,7990,"1,21,74,67,600",0
Belize,2006,male,75+ years,1687,"1,21,74,67,600",0
Belize,2007,male,75+ years,1802,"1,29,05,73,400",1
Belize,2007,male,35-54 years,29071,"1,29,05,73,400",2
Belize,2007,male,15-24 years,30074,"1,29,05,73,400",2
Belize,2007,female,35-54 years,28664,"1,29,05,73,400",1
Belize,2007,female,15-24 years,30151,"1,29,05,73,400",1
Belize,2007,male,5-14 years,37602,"1,29,05,73,400",1
Belize,2007,female,25-34 years,23636,"1,29,05,73,400",0
Belize,2007,female,5-14 years,37069,"1,29,05,73,400",0
Belize,2007,female,55-74 years,8579,"1,29,05,73,400",0
Belize,2007,female,75+ years,2027,"1,29,05,73,400",0
Belize,2007,male,25-34 years,23259,"1,29,05,73,400",0
Belize,2007,male,55-74 years,8733,"1,29,05,73,400",0
Belize,2008,male,75+ years,1931,"1,36,86,25,150",1
Belize,2008,male,35-54 years,30511,"1,36,86,25,150",6
Belize,2008,male,15-24 years,30760,"1,36,86,25,150",2
Belize,2008,male,25-34 years,23453,"1,36,86,25,150",1
Belize,2008,female,25-34 years,24149,"1,36,86,25,150",1
